URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),InspectorateName (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,QABName (code),QABName (name),EstablishmentAccredited (code),EstablishmentAccredited (name),QABReport,CHNumber,MSOA (code),LSOA (code),FSM,AccreditationExpiryDate
121791,"383","Leeds","3927","The New Bewerley Community Primary School","01","Community school","4","Local authority maintained schools","1","Open","01","Result of Amalgamation","01-09-2005","00","Not applicable","","2","Primary",4,11,"1","No boarders","No Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",420,"1","Has Special Classes","20-01-2022","415","198","217","43.90","0","Not applicable","","","Not applicable","","Not under a federation","","",10075604,"","Not applicable","05-03-2018","0","Not applicable","02-07-2023","Bismarck Drive","Beeston","","Leeds","West Yorkshire","LS11 6TB","www.newbewerley.leeds.sch.uk/","01138878718","Mrs","Juli","Aldwinkle","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","HI - Hearing Impairment","SLCN - Speech, language and Communication","ASD - Autistic Spectrum Disorder","SEMH - Social, Emotional and Mental Health","PD - Physical Disability","MLD - Moderate Learning Difficulty","","","","","","","","Resourced provision",14,14,"","","D","Yorkshire and the Humber","E08000035","Leeds","E05011399","Hunslet & Riverside","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",429951,431601,"Leeds 085","Leeds 085B","","","","","","999","","","Good","Lancashire and West Yorkshire","","72674460","","0","Not applicable","0","Not applicable","","","E02002414","E01011371","182",""
127803,"383","Leeds","1001","Guiseley Nursery School","15","Local authority nursery school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-12-1992","1","Nursery",3,5,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Oxford Road","Guisley","","Leeds","West Yorkshire","LS20 9DA","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011395","Guiseley & Rawdon","E14000886","Pudsey","A1","(England/Wales) Urban major conurbation","E08000035",419098,442258,"Leeds 008","Leeds 008C","","","","","","999","","","","Lancashire and West Yorkshire","","72293547","","0","Not applicable","0","Not applicable","","","E02002337","E01011279","",""
127804,"383","Leeds","1002","East Ardsley Nursery School","15","Local authority nursery school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","01-09-1994","1","Nursery",3,5,"1","No boarders","Not applicable","0","Not applicable","0","Not applicable","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Bradford Road","East Ardsley","","Wakefield","West Yorkshire","WF3 2DN","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011384","Ardsley & Robin Hood","E14000826","Morley and Outwood","A1","(England/Wales) Urban major conurbation","E08000035",429687,425552,"Leeds 107","Leeds 107B","","","","","","999","","","","Lancashire and West Yorkshire","","","","0","Not applicable","0","Not applicable","","","E02002436","E01011538","",""
127805,"383","Leeds","2001","Ireland Wood First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Raynel Gardens","","","Leeds","West Yorkshire","LS16 6BW","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011413","Weetwood","E14000780","Leeds North West","A1","(England/Wales) Urban major conurbation","E08000035",426125,439753,"Leeds 019","Leeds 019A","","","","","","999","","","","Lancashire and West Yorkshire","","72166199","","0","Not applicable","0","Not applicable","","","E02002348","E01011383","",""
127806,"383","Leeds","2003","Alwoodley First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Cranmer Rise","","","Leeds","West Yorkshire","LS17 5HX","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05012842","Alwoodley","E14000779","Leeds North East","A1","(England/Wales) Urban major conurbation","E08000035",429313,439468,"Leeds 018","Leeds 018D","","","","","","999","","","","Lancashire and West Yorkshire","","72051600","","0","Not applicable","0","Not applicable","","","E02002347","E01011560","",""
127807,"383","Leeds","2004","Armley First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Armley Road","Armley","","Leeds","West Yorkshire","LS12 2LY","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011385","Armley","E14000781","Leeds West","A1","(England/Wales) Urban major conurbation","E08000035",427455,433701,"Leeds 071","Leeds 071A","","","","","","999","","","","Lancashire and West Yorkshire","","","","0","Not applicable","0","Not applicable","","","E02002400","E01011284","",""
127808,"383","Leeds","2009","Beeston First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","02","Closure","01-01-1900","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Town Street","","","Leeds","West Yorkshire","LS11 8PN","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05012647","Beeston & Holbeck","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",428247,430747,"Leeds 090","Leeds 090E","","","","","","999","","","","Lancashire and West Yorkshire","","72217736","","0","Not applicable","0","Not applicable","","","E02002419","E01011369","",""
127809,"383","Leeds","2015","Belle Isle First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Windmill Road","","","Leeds","West Yorkshire","LS10 3HQ","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011404","Middleton Park","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",431046,429601,"Leeds 092","Leeds 092C","","","","","","999","","","","Lancashire and West Yorkshire","","72233466","","0","Not applicable","0","Not applicable","","","E02002421","E01011473","",""
127810,"383","Leeds","2026","Blenheim First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Lofthouse Place","","","Leeds","West Yorkshire","LS2 9EX","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011403","Little London & Woodhouse","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",429910,434615,"Leeds 055","Leeds 055H","","","","","","999","","","","Lancashire and West Yorkshire","","72122682","","0","Not applicable","0","Not applicable","","","E02002384","E01033005","",""
127811,"383","Leeds","2029","Bramley First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Fairfield Hill","Bramley","","Leeds","West Yorkshire","LS13 3DP","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011387","Bramley & Stanningley","E14000781","Leeds West","A1","(England/Wales) Urban major conurbation","E08000035",423624,434976,"Leeds 058","Leeds 058D","","","","","","999","","","","Lancashire and West Yorkshire","","72066578","","0","Not applicable","0","Not applicable","","","E02002387","E01011337","",""
127812,"383","Leeds","2036","Brownhill First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-03-1988","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Torre Drive","","","Leeds","West Yorkshire","LS9 7DH","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011388","Burmantofts & Richmond Hill","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",432330,434110,"Leeds 065","Leeds 065C","","","","","","999","","","","Lancashire and West Yorkshire","","72216602","","0","Not applicable","0","Not applicable","","","E02002394","E01011348","",""
127813,"383","Leeds","2040","Brudenell First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Welton Road","","","Leeds","West Yorkshire","LS6 1DT","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011397","Headingley & Hyde Park","E14000780","Leeds North West","A1","(England/Wales) Urban major conurbation","E08000035",428199,435354,"Leeds 054","Leeds 054B","","","","","","999","","","","Lancashire and West Yorkshire","","72226556","","0","Not applicable","0","Not applicable","","","E02002383","E01011446","",""
127814,"383","Leeds","2043","Westfield First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Burley Road","","","Leeds","West Yorkshire","LS3 1JP","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011403","Little London & Woodhouse","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",428519,434323,"Leeds 063","Leeds 063D","","","","","","999","","","","Lancashire and West Yorkshire","","72033097","","0","Not applicable","0","Not applicable","","","E02002392","E01011681","",""
127815,"383","Leeds","2044","Carr Manor First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Carr Manor Road","","","Leeds","West Yorkshire","LS17 5DJ","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011405","Moortown","E14000779","Leeds North East","A1","(England/Wales) Urban major conurbation","E08000035",429680,437747,"Leeds 025","Leeds 025A","","","","","","999","","","","Lancashire and West Yorkshire","","72038546","","0","Not applicable","0","Not applicable","","","E02002354","E01011505","",""
127816,"383","Leeds","2045","Castleton Primary School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Green Lane","","","Leeds","West Yorkshire","LS12 1JZ","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011385","Armley","E14000781","Leeds West","A1","(England/Wales) Urban major conurbation","E08000035",428048,433035,"Leeds 071","Leeds 071E","","","","","","999","","","","Lancashire and West Yorkshire","","72549790","","0","Not applicable","0","Not applicable","","","E02002400","E01011363","",""
127817,"383","Leeds","2050","Chapel Allerton First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Harrogate Road","","","Leeds","West Yorkshire","LS7 3PD","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011390","Chapel Allerton","E14000779","Leeds North East","A1","(England/Wales) Urban major conurbation","E08000035",430512,436975,"Leeds 034","Leeds 034C","","","","","","999","","","","Lancashire and West Yorkshire","","72090776","","0","Not applicable","0","Not applicable","","","E02002363","E01011352","",""
127818,"383","Leeds","2052","Cobden First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Cobden Road","","","Leeds","West Yorkshire","LS12 5LA","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05012648","Farnley & Wortley","E14000781","Leeds West","A1","(England/Wales) Urban major conurbation","E08000035",425754,431895,"Leeds 083","Leeds 083C","","","","","","999","","","","Lancashire and West Yorkshire","","72045670","","0","Not applicable","0","Not applicable","","","E02002412","E01011737","",""
127819,"383","Leeds","2059","Cookridge First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Tinshill Drive","Cookridge","","Leeds","West Yorkshire","LS16 7DH","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011413","Weetwood","E14000780","Leeds North West","A1","(England/Wales) Urban major conurbation","E08000035",425406,439980,"Leeds 013","Leeds 013B","","","","","","999","","","","Lancashire and West Yorkshire","","72684832","","0","Not applicable","0","Not applicable","","","E02002342","E01011377","",""
127820,"383","Leeds","2060","Cottingley First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Dulverton Grove","","","Leeds","West Yorkshire","LS11 0HU","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05012647","Beeston & Holbeck","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",427504,430335,"Leeds 090","Leeds 090C","","","","","","999","","","","Lancashire and West Yorkshire","","72548797","","0","Not applicable","0","Not applicable","","","E02002419","E01011318","",""
127821,"383","Leeds","2070","Cross Gates First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Poole Crescent","","","Leeds","West Yorkshire","LS15 7NB","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011400","Killingbeck & Seacroft","E14000778","Leeds East","A1","(England/Wales) Urban major conurbation","E08000035",435531,434561,"Leeds 061","Leeds 061B","","","","","","999","","","","Lancashire and West Yorkshire","","72158969","","0","Not applicable","0","Not applicable","","","E02002390","E01011343","",""
127822,"383","Leeds","2073","Greenmount First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Lodge Lane","","","Leeds","West Yorkshire","LS11 6BA","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011399","Hunslet & Riverside","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",429555,431290,"Leeds 085","Leeds 085C","","","","","","999","","","","Lancashire and West Yorkshire","","72122621","","0","Not applicable","0","Not applicable","","","E02002414","E01011373","",""
127823,"383","Leeds","2075","Ebor Gardens First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Rigton Drive","","","Leeds","West Yorkshire","LS9 7PY","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011388","Burmantofts & Richmond Hill","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",431573,433853,"Leeds 064","Leeds 064A","","","","","","999","","","","Lancashire and West Yorkshire","","72169790","","0","Not applicable","0","Not applicable","","","E02002393","E01011338","",""
127824,"383","Leeds","2086","Grange Farm First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Barncroft Rise","","","Leeds","West Yorkshire","LS14 1AX","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011400","Killingbeck & Seacroft","E14000778","Leeds East","A1","(England/Wales) Urban major conurbation","E08000035",434740,436964,"Leeds 035","Leeds 035B","","","","","","999","","","","Lancashire and West Yorkshire","","72013761","","0","Not applicable","0","Not applicable","","","E02002364","E01011657","",""
127825,"383","Leeds","2087","Whitebridge First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Neville Road","","","Leeds","West Yorkshire","LS15 0NW","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011412","Temple Newsam","E14000778","Leeds East","A1","(England/Wales) Urban major conurbation","E08000035",434264,433352,"Leeds 072","Leeds 072A","","","","","","999","","","","Lancashire and West Yorkshire","","72560816","","0","Not applicable","0","Not applicable","","","E02002401","E01011616","",""
127826,"383","Leeds","2090","Haremills First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Darfield Avenue","","","Leeds","West Yorkshire","LS8 5DQ","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011394","Gipton & Harehills","E14000778","Leeds East","A1","(England/Wales) Urban major conurbation","E08000035",432175,435040,"Leeds 053","Leeds 053A","","","","","","999","","","","Lancashire and West Yorkshire","","72055601","","0","Not applicable","0","Not applicable","","","E02002382","E01011430","",""
127827,"383","Leeds","2092","Highfield First School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","00","Not applicable","31-08-1992","2","Primary",5,9,"1","No boarders","Not applicable","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable","","0","Not applicable","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Sandringham Green","","","Leeds","West Yorkshire","LS17 8DJ","","","","","","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05012842","Alwoodley","E14000779","Leeds North East","A1","(England/Wales) Urban major conurbation","E08000035",431250,439475,"Leeds 015","Leeds 015A","","","","","","999","","","","Lancashire and West Yorkshire","","72178789","","0","Not applicable","0","Not applicable","","","E02002344","E01011556","",""
